 lambda =    20.000000000000000     

 lambda =    19.000000000000000     

 lambda =    18.000000000000000     

 lambda =    17.000000000000000     

 lambda =    16.000000000000000     

 lambda =    15.000000000000000     

 lambda =    14.000000000000000     

 lambda =    13.000000000000000     

 lambda =    12.000000000000000     

 lambda =    11.000000000000000     

 lambda =    10.000000000000000     

 lambda =    9.0000000000000000     

 lambda =    8.0000000000000000     

 lambda =    7.0000000000000000     

 lambda =    6.0000000000000000     

 lambda =    5.0000000000000000     

 lambda =    4.0000000000000000     

 lambda =    3.0000000000000000     

 lambda =    2.0000000000000000     

 lambda =    1.0000000000000000     

 lambda =    0.0000000000000000     

 lambda =    20.000000000000000     
           1  -16521011626150.135        48854481.035193123     
           2  -72347367163667.453        7628.8441026450209     
           3  -72353890101004.156        1938.1776796617435     
           4  -72354601141940.125        1322.4189100792919     
           5  -72355153800618.156        844.19145455967157     
           6  -72355360563992.547        666.13697991492302     
           7  -72355551132515.703        501.74159045497674     
           8  -72355908788739.203        193.50738661739055     
           9  -72355944822057.266        163.30738924102837     
          10  -72355980393051.562        133.89694947199399     
          11  -72356017450119.594        102.80706078694236     
          12  -72356028504136.656        93.779147471073927     
          13  -72356051919579.734        74.124838424271445     
          14  -72356054372598.484        72.260431613533939     
          15  -72356064092604.594        64.309683549873910     
          16  -72356068237800.562        61.080142815743322     
          17  -72356070765724.812        58.986976632053278     
          18  -72356076338101.266        54.330004438810846     
          19  -72356076911499.703        53.937012814256882     
          20  -72356079585212.062        51.878899955934301     
          21  -72356083426232.188        48.931642461838109     
          22  -72356086930789.375        46.008233295039901     
          23  -72356090446677.797        43.278380697142964     
          24  -72356092238419.562        42.030728877129583     
          25  -72356092457648.047        41.905987816748898     
          26  -72356093017101.234        41.562415863700572     
          27  -72356093084209.594        41.523565690088319     
          28  -72356093110803.594        41.504749078390830     
          29  -72356093110803.594        41.504749078390830     
          30  -72356094620856.484        40.442147331003184     
          31  -72356095376566.547        39.862852439320271     
